35	45.9367484760705	17.655026257605194
17	65.71532564571194	27.573930077282753
26	83.2520173605984	62.044083346656315
68	78.53836186968968	46.84610030218431
41	56.777770355314175	69.58534115762538
75	69.90603129462484	69.23869399374077
69	44.655350720634075	33.61825308615429
99	90.88758537087273	47.061262695523006
58	86.89789159297746	26.534320683909687
47	52.39636240542008	59.624335554654955
77	60.03818886683386	59.02432899840989
12	60.98639439998063	10.218331978402205
15	79.89640231128547	29.762914013933106
19	90.11166208307988	37.15386202324622
25	55.635449832530746	8.408025401509827
32	73.06846201028178	64.98662408450949
37	56.238979715218214	29.981948926473095
39	75.1368648701519	74.22359695369329
48	45.71801548975121	63.32146497843809
50	58.9024758401381	9.003959553212264
60	64.96062519962886	74.78366642934708
62	83.49489141973407	19.05934426940285
70	79.50709785419916	10.550707044404449
72	73.14317426953707	68.08129358804317
80	94.1966562359908	37.437531083727436
82	62.2845653589635	80.06166305612523
84	37.473966883578754	86.9380363238777
85	75.8447769224214	55.9613331007457
87	53.17419883532795	24.318763130275556
90	72.40962454320103	40.83649627240717
92	88.83623176231961	29.654796406202603
93	77.19091897745207	60.116318592713014
95	21.316976086148998	83.26046503862575
11	93.00883800002336	14.249035841688185
14	79.44376667626409	2.307078359629757
20	56.83293897459372	93.9951898257449
22	40.925947257694986	78.11431062259574
23	82.668126387347	85.42681310567005
24	46.4619044397042	92.27390893514941
27	56.36979655790741	26.32775660779593
28	82.39525348725343	75.03950040366452
29	69.28971322797503	1.4784528246962179
31	67.51069454101174	17.945848055392798
40	97.7092172975782	16.459395111642934
45	61.96439945041512	44.16840657508799
49	42.39718485299201	101.03041361808455
51	36.48490994417264	29.317321966028178
53	42.17069768759659	43.46296274197464
56	39.99278923784093	43.77749037502873
57	79.46089949111808	80.67292107477475
59	44.45414654481243	87.24732788046562
64	41.714113235958266	37.40856746984117
66	46.349799727286076	87.76185046624866
74	99.24759014375812	10.327847404859895
78	59.882351827038704	3.1350063930905874
79	83.25190792596348	69.77166190454453
83	57.59606978631543	81.13188276881067
88	63.2605439448424	43.557871935863915
89	64.00730332849699	40.83527476756073
91	37.42166729242241	60.44583766280388
94	73.92758140581586	92.40278999740514
98	43.76609251909557	63.32362166122914
13	47.34568225520778	45.4991015991823
16	98.06820301091115	74.97265834270713
18	50.52675042953872	31.220605842654376
21	55.45933254376836	62.5966032813641
30	84.2408204896118	92.88014120180384
33	31.900790866556395	54.59439035538702
38	90.41156108795624	88.53541070495092
52	36.52785287075365	53.23594129067618
55	80.91862996922197	91.39845316504136
61	48.78465060627269	25.752304584961312
63	58.626527242790885	63.426202026081086
65	61.500728954373606	43.83572171085041
67	42.026702952818326	55.141035225598856
71	95.32459159590003	94.77884231743366
81	89.47966557374478	88.30167625367305
96	52.39352823100863	44.817759215235064
97	54.940259477844776	59.124789347521585
100	37.94382559337143	33.41072005755025
34	22.443460435357938	77.4457574787314
44	42.119601759082116	77.5343250244898
46	39.409907318638666	79.5147411822921
43	43.5521270322492	38.43291184433226
54	54.779565653366916	68.29773646715984
86	29.697095402549667	79.42958993816082
42	21.69066285220429	80.16069585310997
36	19.138468705620273	88.0486735678859
73	25.43140040297966	84.4759486739222
76	31.12849705344366	88.10937413685213
