1	67.9355	11.1529	1
2	75.3240	61.8818	1
3	95.8509	24.7648	1
4	55.8811	88.7054	1
5	11.6482	92.6205	1
6	16.6211	86.0328	1
7	46.4183	41.2337	1
8	99.4374	44.7866	1
9	62.4691	48.6127	1
10	41.0679	19.0852	1
11	92.6945	14.9827	0
12	60.2557	8.9492	0
13	16.4363	35.6118	0
14	79.0427	2.6970	0
15	79.2584	29.6156	0
16	98.4855	74.0530	0
17	65.0461	27.2006	0
18	18.5044	31.9963	0
19	90.2879	37.5538	0
20	56.2877	93.1457	0
21	10.1237	56.2916	0
22	40.7553	76.8685	0
23	81.9315	85.8955	0
24	46.4708	90.8203	0
25	55.9154	6.1655	0
26	83.9290	61.3649	0
27	41.0116	2.8945	0
28	83.1224	74.8487	0
29	69.4122	1.9966	0
30	86.5894	92.7974	0
31	66.9737	18.1232	0
32	73.9234	65.8643	0
33	6.4429	5.8151	0
34	20.8535	82.2911	0
35	45.8687	16.9854	0
36	13.3651	89.5670	0
37	33.0749	31.5540	0
38	90.9896	88.9289	0
39	75.9590	74.9673	0
40	98.5827	16.9214	0
41	58.3312	70.2222	0
42	15.7603	84.4825	0
43	2.4460	32.1471	0
44	5.0144	69.7867	0
45	29.3362	45.3583	0
46	4.0008	74.3494	0
47	53.1845	59.7051	0
48	46.0341	63.0634	0
49	41.6581	99.4870	0
50	58.8461	8.6978	0
51	30.0741	21.1920	0
52	10.3568	6.2148	0
53	20.9612	8.4762	0
54	2.8889	57.4279	0
55	81.5451	90.7478	0
56	19.1229	9.1385	0
57	80.4596	80.5207	0
58	87.5217	26.5306	0
59	44.3184	86.7114	0
60	65.3928	74.7825	0
61	15.9275	29.4121	0
62	84.1579	19.2746	0
63	6.8235	54.2063	0
64	27.7124	7.7063	0
65	1.5845	38.4470	0
66	46.2021	87.4736	0
67	27.9861	63.4319	0
68	78.7123	46.4162	0
69	45.7830	33.0100	0
70	79.2833	10.7511	0
71	96.5916	93.4027	0
72	74.3590	68.1042	0
73	11.8444	84.7464	0
74	99.0191	10.5988	0
75	70.3512	68.6142	0
76	4.5737	83.4339	0
77	60.5941	59.0822	0
78	61.0412	0.4306	0
79	84.1266	69.0290	0
80	94.1791	38.3413	0
81	90.3468	88.3862	0
82	62.1899	79.7225	0
83	58.8996	82.1701	0
84	37.4040	84.9951	0
85	75.4651	55.8109	0
86	11.6691	79.9212	0
87	44.2631	4.6082	0
88	31.8418	46.7014	0
89	27.3535	46.0296	0
90	72.0238	41.5365	0
91	24.7152	66.5072	0
92	88.5812	29.9326	0
93	77.0709	60.0990	0
94	74.7228	92.0414	0
95	22.1601	84.9084	0
96	18.8853	44.4278	0
97	13.4506	54.7098	0
98	39.0574	64.8318	0
99	89.8996	46.9233	0
100	0.2404	29.0802	0
