1	12	8.3437
1	14	13.3953
1	15	21.6935
1	17	15.6648
1	25	13.2173
1	29	9.2752
1	31	7.2311
1	35	21.8600
1	50	9.6196
1	58	25.6446
1	62	17.3786
1	70	11.0256
1	78	12.7281
1	87	24.5562
2	9	18.4111
2	23	26.1351
2	26	8.7036
2	28	14.3800
2	32	4.4177
2	39	13.5382
2	41	19.1221
2	47	23.3460
2	57	20.2097
2	60	16.2767
2	68	16.4737
2	72	6.5568
2	75	8.4259
2	77	15.0086
2	79	11.3528
2	82	22.9756
2	85	6.1651
2	90	20.9522
2	93	2.5403
2	99	20.5516
3	8	20.8191
3	11	10.0518
3	15	17.6201
3	19	14.5230
3	40	8.2796
3	58	8.3453
3	62	13.1697
3	70	20.8354
3	74	14.1735
3	80	14.1238
3	92	9.2685
3	99	22.1205
4	20	4.6703
4	22	18.9441
4	24	9.4699
4	39	25.1358
4	41	19.4914
4	49	18.2046
4	59	12.1477
4	60	17.3466
4	66	9.2832
4	75	23.6025
4	82	10.9613
4	83	7.0952
4	84	18.3266
4	94	19.9672
5	6	8.4349
5	34	13.4488
5	36	3.4838
5	42	8.7431
5	44	23.8643
5	46	19.3706
5	73	7.7316
5	76	11.5910
5	86	12.2313
5	95	13.3955
6	34	5.6265
6	36	4.9812
6	42	1.8610
6	44	20.8125
6	46	16.8279
6	73	4.8875
6	76	12.2733
6	84	21.0388
6	86	8.1496
6	91	21.1433
6	95	5.4129
7	9	18.2387
7	10	21.8510
7	17	23.8961
7	35	23.7556
7	37	16.1581
7	45	17.3449
7	47	18.9070
7	48	22.1123
7	69	7.9664
7	77	23.3110
7	88	15.2780
7	89	20.4642
7	98	23.9970
8	19	11.3744
8	26	23.5311
8	58	22.1560
8	68	21.1225
8	80	8.5659
8	92	18.2407
8	99	9.5180
9	17	22.4109
9	26	26.1998
9	32	19.8940
9	41	22.1626
9	47	15.1250
9	48	21.8886
9	68	16.1527
9	69	22.5655
9	72	22.1109
9	75	20.7865
9	77	10.1388
9	85	14.6996
9	90	12.2556
9	93	17.8896
10	12	21.1509
10	25	20.6472
10	27	15.9257
10	35	5.3624
10	37	14.6571
10	50	19.5825
10	51	11.3599
10	53	22.0502
10	56	22.9156
10	64	17.9529
10	69	14.9919
10	87	14.8909
11	14	18.6483
11	15	20.2414
11	19	23.3349
11	40	6.0368
11	58	12.9230
11	62	9.8168
11	70	13.4999
11	74	7.4160
11	80	22.8847
11	92	15.0963
12	14	20.6031
12	17	18.3905
12	25	5.1883
12	27	20.6368
12	29	11.2184
12	31	11.9311
12	35	15.9267
12	50	1.4517
12	70	19.8029
12	78	8.3952
12	87	17.2473
13	18	3.9725
13	21	21.6869
13	37	16.8462
13	43	13.7526
13	45	15.7946
13	51	19.3028
13	61	5.9846
13	63	21.9525
13	65	14.4758
13	88	18.6343
13	89	15.3512
13	96	9.0124
13	97	19.7063
13	100	17.4298
14	25	24.5405
14	29	9.2992
14	31	20.2843
14	40	25.2348
14	50	21.5872
14	62	17.6042
14	70	8.4439
14	74	22.1802
14	78	17.4564
15	17	15.1305
15	19	12.9722
15	31	16.4190
15	40	23.2007
15	58	9.1491
15	62	11.5393
15	68	16.9885
15	70	18.5791
15	80	17.7873
15	90	13.3683
15	92	8.9838
15	99	20.5399
16	23	20.1214
16	26	20.2244
16	28	14.8780
16	30	23.2137
16	38	15.8408
16	39	21.9615
16	55	23.7464
16	57	18.4748
16	71	20.1116
16	72	23.9569
16	79	15.7186
16	81	16.4375
17	25	23.9924
17	31	9.2237
17	35	22.0262
17	50	20.4282
17	58	23.5669
17	62	21.3173
17	68	24.3181
17	69	20.3206
17	70	21.6440
17	90	15.9986
17	92	22.7363
18	37	14.1175
18	43	16.4738
18	45	17.6867
18	51	15.3626
18	53	22.8114
18	56	23.5792
18	61	3.5275
18	65	17.2242
18	88	20.6806
18	89	15.8967
18	96	11.8872
18	97	23.6784
18	100	19.0826
19	26	25.2906
19	40	22.1614
19	58	11.1555
19	62	18.3359
19	68	14.3364
19	80	4.1488
19	85	24.6903
19	90	19.1693
19	92	8.0296
19	99	9.2633
20	22	23.5550
20	24	10.3762
20	41	22.9305
20	49	16.4452
20	59	13.7268
20	60	20.9460
20	66	11.2479
20	82	14.8761
20	83	11.6386
20	84	20.5236
20	94	18.1270
21	44	15.0340
21	45	21.0925
21	46	19.5324
21	54	7.0008
21	63	3.8264
21	65	20.0571
21	67	18.2963
21	86	24.7077
21	88	24.2948
21	89	19.8494
21	91	18.5865
21	96	15.1250
21	97	3.5533
22	24	14.3779
22	34	20.4510
22	41	18.4982
22	47	21.7536
22	48	15.4612
22	49	23.0397
22	59	10.1468
22	60	24.1350
22	66	12.0962
22	67	19.0055
22	82	21.7427
22	83	18.6662
22	84	8.8431
